snapshot,tier,list_rank,ticker,score_status,critical_data_reasons,price,price_date,mb_research,ev_research,technical_research,market_refreshed_at,source_reviewed_at,promotion_blocker,evidence_status,input_audited_mb_score,mb_input_coverage,ev_input_coverage,completed_passes,warning_count,warnings,audit_file
2026-09-12T155544Z-weekly,candidate,4,SSII,scoreable,,3.309999942779541,2026-09-11,52.35471274770528,30.84236689233976,23.963790826382578,2026-09-12T15:55:44+00:00,2026-09-07T01:58:22+00:00,Comparable positive-baseline EPS revision unavailable; E&V is valuation-only or partially covered. Raw estimates remain visible.,provisional_with_explicit_gaps,,1.0,0.7,3,4,"Comparable positive-baseline EPS revision unavailable; E&V is valuation-only or partially covered. Raw estimates remain visible.; Some historical cells are standardized vendor observations, not independently primary-verified values. Per-cell sources are shown.; The broader six-pass research programme remains incomplete. A passed input audit is not a fully verified MB score.; New filed disclosure requires source review",./evidence_audit/2026-09-06/SSII.json
2026-09-12T155544Z-weekly,candidate,5,IREN,scoreable,,43.83000183105469,2026-09-11,49.97911072863074,50.16148689316282,60.17665641977894,2026-09-12T15:55:44+00:00,2026-09-07T01:58:22+00:00,Comparable positive-baseline EPS revision unavailable; E&V is valuation-only or partially covered. Raw estimates remain visible.; Historical quarter sums differ materially from the score-input bridge; classification/restatement mismatch remains visible.,provisional_with_explicit_gaps,,1.0,0.7,4,4,"Comparable positive-baseline EPS revision unavailable; E&V is valuation-only or partially covered. Raw estimates remain visible.; Some historical cells are standardized vendor observations, not independently primary-verified values. Per-cell sources are shown.; Historical quarter sums differ materially from the score-input bridge; classification/restatement mismatch remains visible.; The broader six-pass research programme remains incomplete. A passed input audit is not a fully verified MB score.",./evidence_audit/2026-09-06/IREN.json
2026-09-12T155544Z-weekly,candidate,6,TSSI,scoreable,,8.930000305175781,2026-09-11,49.493467498198406,43.80536835924059,45.33434746806484,2026-09-12T15:55:44+00:00,2026-09-07T01:58:22+00:00,Historical quarter sums differ materially from the score-input bridge; classification/restatement mismatch remains visible.,provisional_with_explicit_gaps,,1.0,1.0,4,3,"Some historical cells are standardized vendor observations, not independently primary-verified values. Per-cell sources are shown.; Historical quarter sums differ materially from the score-input bridge; classification/restatement mismatch remains visible.; The broader six-pass research programme remains incomplete. A passed input audit is not a fully verified MB score.",./evidence_audit/2026-09-06/TSSI.json
2026-09-12T155544Z-weekly,candidate,7,WULF,scoreable,,16.739999771118164,2026-09-11,45.521852683648696,17.50618996346357,50.02063682017414,2026-09-12T15:55:44+00:00,2026-09-07T01:58:22+00:00,"No material evidence gap; valuation, entry and weekly persistence gates still apply.",reviewed_within_scope,45.521852683648696,1.0,1.0,6,2,"Some historical cells are standardized vendor observations, not independently primary-verified values. Per-cell sources are shown.; The broader six-pass research programme remains incomplete. A passed input audit is not a fully verified MB score.",./evidence_audit/2026-09-06/WULF.json
2026-09-12T155544Z-weekly,candidate,8,RR,scoreable,,1.649999976158142,2026-09-11,44.03769661405405,42.176310760360344,27.50996101678437,2026-09-12T15:55:44+00:00,2026-09-07T01:58:22+00:00,Comparable positive-baseline EPS revision unavailable; E&V is valuation-only or partially covered. Raw estimates remain visible.; Historical quarter sums differ materially from the score-input bridge; classification/restatement mismatch remains visible.,provisional_with_explicit_gaps,,1.0,0.7,4,4,"Comparable positive-baseline EPS revision unavailable; E&V is valuation-only or partially covered. Raw estimates remain visible.; Some historical cells are standardized vendor observations, not independently primary-verified values. Per-cell sources are shown.; Historical quarter sums differ materially from the score-input bridge; classification/restatement mismatch remains visible.; The broader six-pass research programme remains incomplete. A passed input audit is not a fully verified MB score.",./evidence_audit/2026-09-06/RR.json
2026-09-12T155544Z-weekly,candidate,,APLD,missing_critical_data,Required MB factor input is missing: growth. Missing factor weight is not reweighted into a comparable headline score.,26.420000076293945,2026-09-11,,,30.16147950917294,2026-09-12T15:55:44+00:00,2026-09-07T01:58:22+00:00,Missing critical data — no MB/E&V headline score: Required MB factor input is missing: growth. Missing factor weight is not reweighted into a comparable headline score.,provisional_with_explicit_gaps,,0.925,0.7,4,8,"Comparable acquisition/divestiture-adjusted current growth remains unavailable.; Only 92.5% of intended MB factor weight is populated. Missing-weight bounds are not confidence intervals.; Comparable positive-baseline EPS revision unavailable; E&V is valuation-only or partially covered. Raw estimates remain visible.; 2 required financial-history cells unavailable; blanks are not zero.; Some historical cells are standardized vendor observations, not independently primary-verified values. Per-cell sources are shown.; Historical quarter sums differ materially from the score-input bridge; classification/restatement mismatch remains visible.; The broader six-pass research programme remains incomplete. A passed input audit is not a fully verified MB score.; Headline investment scores withheld: Required MB factor input is missing: growth. Missing factor weight is not reweighted into a comparable headline score.",./evidence_audit/2026-09-06/APLD.json
2026-09-12T155544Z-weekly,candidate,,EOSE,missing_critical_data,"Preferred, derivative and subsequent financing claims require continued current-date reconciliation.",3.950000047683716,2026-09-11,,,56.45626652773279,2026-09-12T15:55:44+00:00,2026-09-07T01:58:22+00:00,"Missing critical data — no MB/E&V headline score: Preferred, derivative and subsequent financing claims require continued current-date reconciliation.",provisional_with_explicit_gaps,,1.0,0.7,6,5,"Preferred, derivative and subsequent financing claims require continued current-date reconciliation.; Comparable positive-baseline EPS revision unavailable; E&V is valuation-only or partially covered. Raw estimates remain visible.; Some historical cells are standardized vendor observations, not independently primary-verified values. Per-cell sources are shown.; The broader six-pass research programme remains incomplete. A passed input audit is not a fully verified MB score.; Headline investment scores withheld: Preferred, derivative and subsequent financing claims require continued current-date reconciliation.",./evidence_audit/2026-09-06/EOSE.json
2026-09-12T155544Z-weekly,candidate,,FIGR,missing_critical_data,"Post-Kiavi full pro forma cash, debt, shares and combined earnings are not reconciled.; Operating-business valuation model is not validated for this finance-company accounting.",34.869998931884766,2026-09-11,,,51.41263781199773,2026-09-12T15:55:44+00:00,2026-09-07T01:58:22+00:00,"Missing critical data — no MB/E&V headline score: Post-Kiavi full pro forma cash, debt, shares and combined earnings are not reconciled.; Operating-business valuation model is not validated for this finance-company accounting.",provisional_with_explicit_gaps,,1.0,1.0,3,7,"Post-Kiavi full pro forma cash, debt, shares and combined earnings are not reconciled.; Operating-business valuation model is not validated for this finance-company accounting.; 11 required financial-history cells unavailable; blanks are not zero.; Some historical cells are standardized vendor observations, not independently primary-verified values. Per-cell sources are shown.; Historical quarter sums differ materially from the score-input bridge; classification/restatement mismatch remains visible.; The broader six-pass research programme remains incomplete. A passed input audit is not a fully verified MB score.; Headline investment scores withheld: Post-Kiavi full pro forma cash, debt, shares and combined earnings are not reconciled.; Operating-business valuation model is not validated for this finance-company accounting.",./evidence_audit/2026-09-06/FIGR.json
2026-09-12T155544Z-weekly,candidate,,GRRR,missing_critical_data,"July $125M convertible financing and its net proceeds, derivative/economic claims need a current pro forma reconciliation.; Issuer half-year financials are retained separately. Vendor quarterly allocations are not independently reported quarter measurements.",13.59000015258789,2026-09-11,,,24.2644597431185,2026-09-12T15:55:44+00:00,2026-09-07T01:58:22+00:00,"Missing critical data — no MB/E&V headline score: July $125M convertible financing and its net proceeds, derivative/economic claims need a current pro forma reconciliation.; Issuer half-year financials are retained separately. Vendor quarterly allocations are not independently reported quarter measurements.",provisional_with_explicit_gaps,,1.0,1.0,3,8,"July $125M convertible financing and its net proceeds, derivative/economic claims need a current pro forma reconciliation.; Issuer reports interim half-years; eight independently reported quarterly cash-flow observations are not available.; 2 required financial-history cells unavailable; blanks are not zero.; Some historical cells are standardized vendor observations, not independently primary-verified values. Per-cell sources are shown.; Issuer half-year financials are retained separately. Vendor quarterly allocations are not independently reported quarter measurements.; Historical quarter sums differ materially from the score-input bridge; classification/restatement mismatch remains visible.; The broader six-pass research programme remains incomplete. A passed input audit is not a fully verified MB score.; Headline investment scores withheld: July $125M convertible financing and its net proceeds, derivative/economic claims need a current pro forma reconciliation.; Issuer half-year financials are retained separately. Vendor quarterly allocations are not independently reported quarter measurements.",./evidence_audit/2026-09-06/GRRR.json
2026-09-12T155544Z-weekly,candidate,,OKLO,missing_critical_data,Required MB factor input is missing: growth. Missing factor weight is not reweighted into a comparable headline score.; Operating-business formula is only a project-stage proxy; probability-adjusted reactor project economics are not valued.,36.220001220703125,2026-09-11,,,13.827731062794479,2026-09-12T15:55:44+00:00,2026-09-07T01:58:22+00:00,Missing critical data — no MB/E&V headline score: Required MB factor input is missing: growth. Missing factor weight is not reweighted into a comparable headline score.; Operating-business formula is only a project-stage proxy; probability-adjusted reactor project economics are not valued.,provisional_with_explicit_gaps,,0.925,0.7,2,8,"Operating-business formula is only a project-stage proxy; probability-adjusted reactor project economics are not valued.; Project-by-project funding, licensing probabilities and risk-adjusted valuation remain uncalibrated.; Only 92.5% of intended MB factor weight is populated. Missing-weight bounds are not confidence intervals.; Comparable positive-baseline EPS revision unavailable; E&V is valuation-only or partially covered. Raw estimates remain visible.; 12 required financial-history cells unavailable; blanks are not zero.; Some historical cells are standardized vendor observations, not independently primary-verified values. Per-cell sources are shown.; The broader six-pass research programme remains incomplete. A passed input audit is not a fully verified MB score.; Headline investment scores withheld: Required MB factor input is missing: growth. Missing factor weight is not reweighted into a comparable headline score.; Operating-business formula is only a project-stage proxy; probability-adjusted reactor project economics are not valued.",./evidence_audit/2026-09-06/OKLO.json
2026-09-12T155544Z-weekly,candidate,,POET,missing_critical_data,"Required MB factor input is missing: valuation. Missing factor weight is not reweighted into a comparable headline score.; Gross-profit and valuation coverage are insufficient for a fully populated, comparable MB score.",7.949999809265137,2026-09-11,,,33.21987092338276,2026-09-12T15:55:44+00:00,2026-09-07T01:58:22+00:00,"Missing critical data — no MB/E&V headline score: Required MB factor input is missing: valuation. Missing factor weight is not reweighted into a comparable headline score.; Gross-profit and valuation coverage are insufficient for a fully populated, comparable MB score.",provisional_with_explicit_gaps,,0.91,0.27999999999999997,3,8,"Gross-profit and valuation coverage are insufficient for a fully populated, comparable MB score.; A consistent eight-quarter gross-profit series is not available in the retained evidence.; Only 91.0% of intended MB factor weight is populated. Missing-weight bounds are not confidence intervals.; Comparable positive-baseline EPS revision unavailable; E&V is valuation-only or partially covered. Raw estimates remain visible.; 8 required financial-history cells unavailable; blanks are not zero.; Some historical cells are standardized vendor observations, not independently primary-verified values. Per-cell sources are shown.; The broader six-pass research programme remains incomplete. A passed input audit is not a fully verified MB score.; Headline investment scores withheld: Required MB factor input is missing: valuation. Missing factor weight is not reweighted into a comparable headline score.; Gross-profit and valuation coverage are insufficient for a fully populated, comparable MB score.",./evidence_audit/2026-09-06/POET.json
2026-09-12T155544Z-weekly,candidate,,QBTS,missing_critical_data,Required MB factor input is missing: growth. Missing factor weight is not reweighted into a comparable headline score.,16.799999237060547,2026-09-11,,,21.970585873379047,2026-09-12T15:55:44+00:00,2026-09-07T01:58:22+00:00,Missing critical data — no MB/E&V headline score: Required MB factor input is missing: growth. Missing factor weight is not reweighted into a comparable headline score.,provisional_with_explicit_gaps,,0.925,0.7,3,7,"Quantum Circuits acquisition revenue and comparable current growth are not fully separated.; Only 92.5% of intended MB factor weight is populated. Missing-weight bounds are not confidence intervals.; Comparable positive-baseline EPS revision unavailable; E&V is valuation-only or partially covered. Raw estimates remain visible.; Some historical cells are standardized vendor observations, not independently primary-verified values. Per-cell sources are shown.; The broader six-pass research programme remains incomplete. A passed input audit is not a fully verified MB score.; New filed disclosure requires source review; Headline investment scores withheld: Required MB factor input is missing: growth. Missing factor weight is not reweighted into a comparable headline score.",./evidence_audit/2026-09-06/QBTS.json
2026-09-12T155544Z-weekly,candidate,,RKLB,missing_critical_data,Required MB factor input is missing: growth. Missing factor weight is not reweighted into a comparable headline score.,62.95000076293945,2026-09-11,,,18.67429773406771,2026-09-12T15:55:44+00:00,2026-09-07T01:58:22+00:00,Missing critical data — no MB/E&V headline score: Required MB factor input is missing: growth. Missing factor weight is not reweighted into a comparable headline score.,provisional_with_explicit_gaps,,0.925,0.7,6,6,"Latest-quarter acquisition-excluded growth not fully separated; half of the growth factor remains unavailable.; Only 92.5% of intended MB factor weight is populated. Missing-weight bounds are not confidence intervals.; Comparable positive-baseline EPS revision unavailable; E&V is valuation-only or partially covered. Raw estimates remain visible.; Some historical cells are standardized vendor observations, not independently primary-verified values. Per-cell sources are shown.; The broader six-pass research programme remains incomplete. A passed input audit is not a fully verified MB score.; Headline investment scores withheld: Required MB factor input is missing: growth. Missing factor weight is not reweighted into a comparable headline score.",./evidence_audit/2026-09-06/RKLB.json
2026-09-12T155544Z-weekly,candidate,,RZLV,missing_critical_data,Required MB factor input is missing: growth. Missing factor weight is not reweighted into a comparable headline score.; Going-concern and financing risks remain material; eight separately reported quarterly cash-flow observations are unavailable.; Issuer half-year financials are retained separately. Vendor quarterly allocations are not independently reported quarter measurements.,2.2899999618530273,2026-09-11,,,23.04465139275149,2026-09-12T15:55:44+00:00,2026-09-07T01:58:22+00:00,Missing critical data — no MB/E&V headline score: Required MB factor input is missing: growth. Missing factor weight is not reweighted into a comparable headline score.; Going-concern and financing risks remain material; eight separately reported quarterly cash-flow observations are unavailable.; Issuer half-year financials are retained separately. Vendor quarterly allocations are not independently reported quarter measurements.,provisional_with_explicit_gaps,,0.925,0.7,3,10,"Going-concern and financing risks remain material; eight separately reported quarterly cash-flow observations are unavailable.; Acquisition-excluded current revenue growth remains unverified; issuer reports interim half-years.; Only 92.5% of intended MB factor weight is populated. Missing-weight bounds are not confidence intervals.; Comparable positive-baseline EPS revision unavailable; E&V is valuation-only or partially covered. Raw estimates remain visible.; 1 required financial-history cells unavailable; blanks are not zero.; Some historical cells are standardized vendor observations, not independently primary-verified values. Per-cell sources are shown.; Issuer half-year financials are retained separately. Vendor quarterly allocations are not independently reported quarter measurements.; Historical quarter sums differ materially from the score-input bridge; classification/restatement mismatch remains visible.; The broader six-pass research programme remains incomplete. A passed input audit is not a fully verified MB score.; Headline investment scores withheld: Required MB factor input is missing: growth. Missing factor weight is not reweighted into a comparable headline score.; Going-concern and financing risks remain material; eight separately reported quarterly cash-flow observations are unavailable.; Issuer half-year financials are retained separately. Vendor quarterly allocations are not independently reported quarter measurements.",./evidence_audit/2026-09-06/RZLV.json
2026-09-12T155544Z-weekly,candidate,,SERV,missing_critical_data,Required MB factor input is missing: growth. Missing factor weight is not reweighted into a comparable headline score.,4.480000019073486,2026-09-11,,,23.079873637590175,2026-09-12T15:55:44+00:00,2026-09-07T01:58:22+00:00,Missing critical data — no MB/E&V headline score: Required MB factor input is missing: growth. Missing factor weight is not reweighted into a comparable headline score.,provisional_with_explicit_gaps,,0.925,0.7,4,7,"Comparable acquisition-excluded current growth remains unavailable.; Only 92.5% of intended MB factor weight is populated. Missing-weight bounds are not confidence intervals.; Comparable positive-baseline EPS revision unavailable; E&V is valuation-only or partially covered. Raw estimates remain visible.; Some historical cells are standardized vendor observations, not independently primary-verified values. Per-cell sources are shown.; Historical quarter sums differ materially from the score-input bridge; classification/restatement mismatch remains visible.; The broader six-pass research programme remains incomplete. A passed input audit is not a fully verified MB score.; Headline investment scores withheld: Required MB factor input is missing: growth. Missing factor weight is not reweighted into a comparable headline score.",./evidence_audit/2026-09-06/SERV.json
2026-09-12T155544Z-weekly,candidate,,SMR,missing_critical_data,"The operating-business screen is a development-stage proxy, not a risk-adjusted commercial-reactor project valuation.",8.609999656677246,2026-09-11,,,21.82897012933757,2026-09-12T15:55:44+00:00,2026-09-07T01:58:22+00:00,"Missing critical data — no MB/E&V headline score: The operating-business screen is a development-stage proxy, not a risk-adjusted commercial-reactor project valuation.",provisional_with_explicit_gaps,,1.0,0.7,3,7,"The operating-business screen is a development-stage proxy, not a risk-adjusted commercial-reactor project valuation.; Site-specific final investment decisions, capital commitments and project valuation probabilities are not fully verified.; Comparable positive-baseline EPS revision unavailable; E&V is valuation-only or partially covered. Raw estimates remain visible.; 9 required financial-history cells unavailable; blanks are not zero.; Some historical cells are standardized vendor observations, not independently primary-verified values. Per-cell sources are shown.; The broader six-pass research programme remains incomplete. A passed input audit is not a fully verified MB score.; Headline investment scores withheld: The operating-business screen is a development-stage proxy, not a risk-adjusted commercial-reactor project valuation.",./evidence_audit/2026-09-06/SMR.json
2026-09-12T155544Z-weekly,candidate,,SOUN,missing_critical_data,"Required MB factor input is missing: growth. Missing factor weight is not reweighted into a comparable headline score.; Post-LivePerson combined cash, debt, economic share count and forecast perimeter remain unresolved.",6.260000228881836,2026-09-11,,,18.439261657273246,2026-09-12T15:55:44+00:00,2026-09-07T01:58:22+00:00,"Missing critical data — no MB/E&V headline score: Required MB factor input is missing: growth. Missing factor weight is not reweighted into a comparable headline score.; Post-LivePerson combined cash, debt, economic share count and forecast perimeter remain unresolved.",provisional_with_explicit_gaps,,0.925,0.7,4,7,"Post-LivePerson combined cash, debt, economic share count and forecast perimeter remain unresolved.; Comparable acquisition-excluded current revenue growth is not fully reconciled.; Only 92.5% of intended MB factor weight is populated. Missing-weight bounds are not confidence intervals.; Comparable positive-baseline EPS revision unavailable; E&V is valuation-only or partially covered. Raw estimates remain visible.; Some historical cells are standardized vendor observations, not independently primary-verified values. Per-cell sources are shown.; The broader six-pass research programme remains incomplete. A passed input audit is not a fully verified MB score.; Headline investment scores withheld: Required MB factor input is missing: growth. Missing factor weight is not reweighted into a comparable headline score.; Post-LivePerson combined cash, debt, economic share count and forecast perimeter remain unresolved.",./evidence_audit/2026-09-06/SOUN.json
