snapshot,tier,list_rank,ticker,price,price_date,mb_research,ev_research,technical_research,market_refreshed_at,source_reviewed_at,promotion_blocker
2026-09-06T191051Z-membership_migration,candidate,1,AVAV,144.64999389648438,2026-09-04,58.03644002226487,29.76852487844245,14.52573404503507,2026-09-06T13:22:26.871829+00:00,2026-09-06T13:22:26.871829+00:00,Use FY2026 annual GAAP operating loss including $240.708M goodwill impairment; quarter sums mix classifications.; 133% Q4 headline growth is acquisition-heavy; exclude it as organic. Diluted Q4 weighted shares rose about 79%.
2026-09-06T191051Z-membership_migration,candidate,2,BKSY,20.5,2026-09-04,57.46454203500005,45.18086632418509,8.185117264594231,2026-09-06T13:22:26.871829+00:00,2026-09-06T13:22:26.871829+00:00,"Productive capex includes satellite work in process, not only PPE.; Reported cost of sales excludes D&A; valuation gross-profit proxy is not a fully harmonized cross-sector margin."
2026-09-06T191051Z-membership_migration,candidate,3,GRRR,13.789999961853027,2026-09-04,56.27153560624217,39.00907199945465,42.46159884398459,2026-09-06T13:22:26.871829+00:00,2026-09-06T13:22:26.871829+00:00,Rebuilt CFO-minus-capex is negative despite positive vendor info.freeCashflow.; July bond funding makes June liquidity and EV inputs provisional; the mechanical score is not promotion-ready.
2026-09-06T191051Z-membership_migration,candidate,4,AMPX,9.890000343322754,2026-09-04,55.21469937913151,44.21034442813687,20.869918596675525,2026-09-06T13:22:26.871829+00:00,2026-09-06T13:22:26.871829+00:00,Vendor four-quarter revenue is about 1% below the issuer annual-plus-interim bridge; retain the vendor series with a visible reconciliation flag.; Conventional trailing FCF includes the facility-exit cash payment; current capital-light economics may improve.
2026-09-06T191051Z-membership_migration,candidate,5,RGTI,15.2,2026-09-04,53.55872565970581,9.0946511566181,19.798664015753765,2026-09-06T17:49:29.121213+00:00,2026-09-06T17:49:29.121213+00:00,"Tiny sales against $5.1b equity value, roughly 103x EV/next-fiscal-year consensus revenue; commercial quantum advantage unproven."
2026-09-06T191051Z-membership_migration,candidate,6,NBIS,226.38999938964844,2026-09-04,52.49337412462735,43.110315947527944,70.47405897564224,2026-09-06T13:22:26.871829+00:00,2026-09-06T13:22:26.871829+00:00,"Use operating income plus operating D&A, not EBITDA contaminated by nonoperating investment gains.; Customer prepayments support CFO but are not free recurring profit. Gross profit excludes separately reported D&A."
2026-09-06T191051Z-membership_migration,candidate,7,SSII,3.4100000858306885,2026-09-04,52.240730769298054,30.095061240459106,27.64535933842643,2026-09-06T13:22:26.871829+00:00,2026-09-06T13:22:26.871829+00:00,"Pending U.S./European approvals are future catalysts, not approvals already obtained.; Limited cash and operating losses constrain the thesis despite installed-base growth."
2026-09-06T191051Z-membership_migration,candidate,8,QBTS,16.58,2026-09-04,50.421063880094195,8.242659352690108,15.301350817511565,2026-09-06T17:49:29.121213+00:00,2026-09-06T17:49:29.121213+00:00,Q2 sales about $3.1m essentially flat; H1 down 67% despite strong bookings; roughly 70x EV/next-fiscal-year consensus sales and acquisition integration risk.
2026-09-06T191051Z-membership_migration,candidate,9,IREN,44.68000030517578,2026-09-04,49.945542126080454,49.93769620949422,61.68458206734786,2026-09-06T13:22:26.871829+00:00,2026-09-06T13:22:26.871829+00:00,Annual reported operating loss includes impairments; standardized operating income omits material charges. Contracted ARR is not recognized revenue.; Gross profit proxy is before separately reported D&A. Positive CFO includes customer prepayments.
2026-09-06T191051Z-membership_migration,candidate,10,TSSI,8.420000076293945,2026-09-04,49.69538443861515,44.147041375862656,20.3905795864556,2026-09-06T13:22:26.871829+00:00,2026-09-06T13:22:26.871829+00:00,Procurement is low-margin/pass-through revenue; the decline in consolidated revenue does not describe integration growth.; Customer concentration and working-capital swings weaken comparability.
2026-09-06T191051Z-membership_migration,candidate,11,SOUN,6.739999771118164,2026-09-04,49.31391094900899,23.92193781277483,26.07711359171761,2026-09-06T13:22:26.871829+00:00,2026-09-06T13:22:26.871829+00:00,"LivePerson closed September 4; 36,894,839 debt-settlement shares are not the entire merger issuance.; The quote vendor capital base/forward consensus and June balance sheet are not verified post-close; mechanical score is provisional and not promotion-ready."
2026-09-06T191051Z-membership_migration,candidate,12,POET,7.920000076293945,2026-09-04,47.5,,26.4525900324632,2026-09-06T13:22:26.871829+00:00,2026-09-06T13:22:26.871829+00:00,"Vendor Q4 capex is missing and PPE purchases reverse sign; do not invent zero capex.; Gross profit is absent from the vendor statement panel, so its valuation component is unknown, not zero."
2026-09-06T191051Z-membership_migration,candidate,13,OKLO,41.27,2026-09-04,46.76357598400801,6.407218301405093,31.936765078511502,2026-09-06T17:49:29.121213+00:00,2026-09-06T17:49:29.121213+00:00,"First $1.21m quarterly revenue is ancillary services, not commercial Aurora electricity. First commercial powerhouse targeted for 2028; licensing, fuel, construction and economics still uncertain."
2026-09-06T191051Z-membership_migration,candidate,14,WULF,16.510000228881836,2026-09-04,45.55028263068127,17.63886304961562,44.23137433275646,2026-09-06T13:22:26.871829+00:00,2026-09-06T13:22:26.871829+00:00,Do not include restricted cash in available liquidity; long-duration lease values are not current revenue.; Gross profit excludes separately reported D&A. Construction spending and subsequent asset transactions make trailing ratios imperfect.
2026-09-06T191051Z-membership_migration,candidate,15,APLD,26.3700008392334,2026-09-04,44.52357096801492,15.820086442215372,25.62322265524547,2026-09-06T13:22:26.871829+00:00,2026-09-06T13:22:26.871829+00:00,Use the latest annual statement instead of summing quarters with mixed discontinued-operation restatements.; Preferred/minority capital and future construction obligations complicate EV and common-equity upside.
2026-09-06T191051Z-membership_migration,candidate,16,SMR,9.7,2026-09-04,41.62308105211615,0.0,60.37994890924229,2026-09-06T17:49:29.121213+00:00,2026-09-06T17:49:29.121213+00:00,"ENTRA1/TVA negotiations not a signed funded fleet; approximately $507m milestone expense followed nonbinding 2025 arrangement, increasing financing risk. Class exchanges must not be mistaken for true new dilution."
2026-09-06T191051Z-membership_migration,candidate,17,RR,1.75,2026-09-04,41.27601739526702,23.7651159684468,48.66061605867152,2026-09-06T13:22:26.871829+00:00,2026-09-06T13:22:26.871829+00:00,Large cash holdings arose from financing; small revenue scale and dilution must not be mistaken for proven profitability.
2026-09-06T191051Z-membership_migration,candidate,18,EOSE,3.88,2026-09-04,40.82808468697384,0.0,46.64571322575272,2026-09-06T17:49:29.121213+00:00,2026-09-06T17:49:29.121213+00:00,"Q2 gross margin about -71%; $55.0m of $68.8m sales related-party; downward-guidance narrowing; restricted cash, debt and mezzanine preferred claims."
2026-09-06T191051Z-membership_migration,candidate,19,RZLV,2.2100000381469727,2026-09-04,40.13737894080806,51.84563424433586,17.75819237722261,2026-09-06T13:22:26.871829+00:00,2026-09-06T13:22:26.871829+00:00,"Use SEC H1 cash flow of -$91.956M, not the earlier approximate -$96.1M. Exclude $67.392M restricted cash.; SEC H1 states substantial doubt about going concern; trailing growth is acquisition-heavy."
2026-09-06T191051Z-membership_migration,candidate,20,SERV,4.945000171661377,2026-09-04,31.563286298526336,0.0,43.78668988247342,2026-09-06T13:22:26.871829+00:00,2026-09-06T13:22:26.871829+00:00,FY2026 revenue guidance was reduced from $26M to $9-10M on August 6; earlier dashboard optimism did not fully reflect this.; Reported growth includes Diligent Robotics; commercial delivery and unit economics remain unproved.
2026-09-06T191052Z-weekly,action,1,ETN,410.8500061035156,2026-09-04,73.81742594429045,55.91924168066843,40.48268040445756,2026-09-06T19:10:52+00:00,2026-09-06T13:22:26.871829+00:00,"Use 14% organic growth, not 21% acquisition-inclusive growth.; Acquisition-related debt and a high starting market capitalization constrain per-share multibagger potential."
2026-09-06T191052Z-weekly,action,2,ZETA,31.350000381469727,2026-09-04,72.27293866947544,66.01693038205389,83.24687217044453,2026-09-06T19:10:52+00:00,2026-09-06T13:22:26.871829+00:00,"Reported growth includes acquired revenue; no invented organic growth, so current-growth subcomponent is excluded."
2026-09-06T191052Z-weekly,action,3,HUBB,460.7200012207031,2026-09-04,70.25309924293809,63.731831433019025,25.057414152616644,2026-09-06T19:10:52+00:00,2026-09-06T13:22:26.871829+00:00,"Use 10% organic growth, not 15% acquisition-inclusive growth.; NSI acquisition increased debt; the historical low-leverage narrative no longer describes the latest balance sheet."
2026-09-06T191052Z-weekly,action,4,VST,149.3000030517578,2026-09-04,68.336403155281,60.55301203258951,60.05627515243008,2026-09-06T19:10:52+00:00,2026-09-06T13:22:26.871829+00:00,"Use conventional CFO-minus-total-capex, not issuer free-cash-flow-before-growth.; Hedging, derivatives and acquisition timing complicate GAAP margins; trailing/forward ratio definitions must remain separate."
2026-09-06T191052Z-weekly,action,5,FIGR,35.959999084472656,2026-09-04,66.19024491178791,59.0753323184267,64.92602042885609,2026-09-06T19:10:52+00:00,2026-09-06T13:22:26.871829+00:00,"Latest-quarter net revenue differs from vendor standardization. Finance-company CFO, gross profit and EV are not directly comparable to industrial/software companies.; September 1 Kiavi acquisition is not incorporated in the June balance sheet; the mechanical score is not promotion-ready."
2026-09-06T191052Z-weekly,action,6,CRMD,8.430000305175781,2026-09-04,65.9031072477157,67.24816755366486,76.59742656145417,2026-09-06T19:10:52+00:00,2026-09-06T13:22:26.871829+00:00,Bridge grant-inclusive GAAP revenue from annual and half-year figures; do not use a mixed standardized revenue denominator.; Trailing cash generation is not a sustainable forecast: FY2026 revenue guidance is $325-345M and FY+1 consensus declines; TDAPA reimbursement transition is material.
2026-09-06T191052Z-weekly,action,7,AXTI,61.63999938964844,2026-09-04,63.170923713066315,51.90593613144953,33.14120938033789,2026-09-06T19:10:52+00:00,2026-09-06T13:22:26.871829+00:00,China manufacturing/export permits and the substrate cycle can undermine extrapolated AI-driven growth.
2026-09-06T191052Z-weekly,action,8,KTOS,47.81999969482422,2026-09-04,62.09315800372171,45.607904052805154,13.055551883893086,2026-09-06T19:10:52+00:00,2026-09-06T13:22:26.871829+00:00,"Use 19.1% organic growth, not 30.5% acquisition-inclusive growth.; Issuer Q2 FCF includes $9.3M asset-sale proceeds; model excludes such proceeds and uses CFO-minus-capex."
2026-09-06T191052Z-weekly,action,9,EVLV,5.0,2026-09-04,58.961169683588494,54.075996711949415,16.711316874913592,2026-09-06T19:10:52+00:00,2026-09-06T13:22:26.871829+00:00,ARR growth is distinct from purchase/subscription hardware revenue; do not equate all revenue growth with recurring growth.
2026-09-06T191052Z-weekly,action,10,RKLB,64.26000213623047,2026-09-04,58.473545532111146,12.386935426776123,15.979714991822757,2026-09-06T19:10:52+00:00,2026-09-06T13:22:26.871829+00:00,"Material acquisition contributions were not separated from latest revenue growth; exclude that half of the growth factor.; Neutron execution, capital spending and financing remain key risks."
2026-09-06T191052Z-weekly,candidate,1,AVAV,144.64999389648438,2026-09-04,58.03644012485716,29.768525321299144,14.525734045035072,2026-09-06T19:10:52+00:00,2026-09-06T13:22:26.871829+00:00,Use FY2026 annual GAAP operating loss including $240.708M goodwill impairment; quarter sums mix classifications.; 133% Q4 headline growth is acquisition-heavy; exclude it as organic. Diluted Q4 weighted shares rose about 79%.
2026-09-06T191052Z-weekly,candidate,2,BKSY,20.5,2026-09-04,57.46454203500005,45.18086632418509,8.185117264594233,2026-09-06T19:10:52+00:00,2026-09-06T13:22:26.871829+00:00,"Productive capex includes satellite work in process, not only PPE.; Reported cost of sales excludes D&A; valuation gross-profit proxy is not a fully harmonized cross-sector margin."
2026-09-06T191052Z-weekly,candidate,3,GRRR,13.789999961853027,2026-09-04,56.27153560712215,39.009072003561236,42.46159884398459,2026-09-06T19:10:52+00:00,2026-09-06T13:22:26.871829+00:00,Rebuilt CFO-minus-capex is negative despite positive vendor info.freeCashflow.; July bond funding makes June liquidity and EV inputs provisional; the mechanical score is not promotion-ready.
2026-09-06T191052Z-weekly,candidate,4,AMPX,9.890000343322754,2026-09-04,55.21469928185485,44.210343974179146,20.869918596675525,2026-09-06T19:10:52+00:00,2026-09-06T13:22:26.871829+00:00,Vendor four-quarter revenue is about 1% below the issuer annual-plus-interim bridge; retain the vendor series with a visible reconciliation flag.; Conventional trailing FCF includes the facility-exit cash payment; current capital-light economics may improve.
2026-09-06T191052Z-weekly,candidate,5,RGTI,15.199999809265137,2026-09-04,53.5587256467082,9.09465106996739,19.798664015753765,2026-09-06T19:10:52+00:00,2026-09-06T17:49:29.121213+00:00,"Tiny sales against $5.1b equity value, roughly 103x EV/next-fiscal-year consensus revenue; commercial quantum advantage unproven."
2026-09-06T191052Z-weekly,candidate,6,NBIS,226.38999938964844,2026-09-04,52.49337412747878,43.110315966537435,70.47405897564224,2026-09-06T19:10:52+00:00,2026-09-06T13:22:26.871829+00:00,"Use operating income plus operating D&A, not EBITDA contaminated by nonoperating investment gains.; Customer prepayments support CFO but are not free recurring profit. Gross profit excludes separately reported D&A."
2026-09-06T191052Z-weekly,candidate,7,SSII,3.4100000858306885,2026-09-04,52.240730672781574,30.09506059701596,27.64535933842643,2026-09-06T19:10:52+00:00,2026-09-06T13:22:26.871829+00:00,"Pending U.S./European approvals are future catalysts, not approvals already obtained.; Limited cash and operating losses constrain the thesis despite installed-base growth."
2026-09-06T191052Z-weekly,candidate,8,QBTS,16.579999923706055,2026-09-04,50.421063874305666,8.242659316994203,15.301350817511565,2026-09-06T19:10:52+00:00,2026-09-06T17:49:29.121213+00:00,Q2 sales about $3.1m essentially flat; H1 down 67% despite strong bookings; roughly 70x EV/next-fiscal-year consensus sales and acquisition integration risk.
2026-09-06T191052Z-weekly,candidate,9,IREN,44.68000030517578,2026-09-04,49.94554211402831,49.93769612914653,61.68458206734786,2026-09-06T19:10:52+00:00,2026-09-06T13:22:26.871829+00:00,Annual reported operating loss includes impairments; standardized operating income omits material charges. Contracted ARR is not recognized revenue.; Gross profit proxy is before separately reported D&A. Positive CFO includes customer prepayments.
2026-09-06T191052Z-weekly,candidate,10,TSSI,8.420000076293945,2026-09-04,49.69538442834772,44.147041327947974,20.3905795864556,2026-09-06T19:10:52+00:00,2026-09-06T13:22:26.871829+00:00,Procurement is low-margin/pass-through revenue; the decline in consolidated revenue does not describe integration growth.; Customer concentration and working-capital swings weaken comparability.
2026-09-06T191052Z-weekly,candidate,11,SOUN,6.739999771118164,2026-09-04,49.31391103144702,23.921938321142655,26.077113591717605,2026-09-06T19:10:52+00:00,2026-09-06T13:22:26.871829+00:00,"LivePerson closed September 4; 36,894,839 debt-settlement shares are not the entire merger issuance.; The quote vendor capital base/forward consensus and June balance sheet are not verified post-close; mechanical score is provisional and not promotion-ready."
2026-09-06T191052Z-weekly,candidate,12,POET,7.920000076293945,2026-09-04,47.5,,26.4525900324632,2026-09-06T19:10:52+00:00,2026-09-06T13:22:26.871829+00:00,"Vendor Q4 capex is missing and PPE purchases reverse sign; do not invent zero capex.; Gross profit is absent from the vendor statement panel, so its valuation component is unknown, not zero."
2026-09-06T191052Z-weekly,candidate,13,OKLO,41.27000045776367,2026-09-04,46.76357599047031,6.407218341255952,31.936765078511502,2026-09-06T19:10:52+00:00,2026-09-06T17:49:29.121213+00:00,"First $1.21m quarterly revenue is ancillary services, not commercial Aurora electricity. First commercial powerhouse targeted for 2028; licensing, fuel, construction and economics still uncertain."
2026-09-06T191052Z-weekly,candidate,14,WULF,16.510000228881836,2026-09-04,45.55028258996546,17.638862859608494,44.23137433275646,2026-09-06T19:10:52+00:00,2026-09-06T13:22:26.871829+00:00,Do not include restricted cash in available liquidity; long-duration lease values are not current revenue.; Gross profit excludes separately reported D&A. Construction spending and subsequent asset transactions make trailing ratios imperfect.
2026-09-06T191052Z-weekly,candidate,15,APLD,26.3700008392334,2026-09-04,44.523570908953964,15.82008607800609,25.623222655245474,2026-09-06T19:10:52+00:00,2026-09-06T13:22:26.871829+00:00,Use the latest annual statement instead of summing quarters with mixed discontinued-operation restatements.; Preferred/minority capital and future construction obligations complicate EV and common-equity upside.
2026-09-06T191052Z-weekly,candidate,16,SMR,9.699999809265137,2026-09-04,41.62308105211615,0.0,60.37994890924229,2026-09-06T19:10:52+00:00,2026-09-06T17:49:29.121213+00:00,"ENTRA1/TVA negotiations not a signed funded fleet; approximately $507m milestone expense followed nonbinding 2025 arrangement, increasing financing risk. Class exchanges must not be mistaken for true new dilution."
2026-09-06T191052Z-weekly,candidate,17,RR,1.75,2026-09-04,41.27601739526702,23.7651159684468,48.66061605867152,2026-09-06T19:10:52+00:00,2026-09-06T13:22:26.871829+00:00,Large cash holdings arose from financing; small revenue scale and dilution must not be mistaken for proven profitability.
2026-09-06T191052Z-weekly,candidate,18,EOSE,3.880000114440918,2026-09-04,40.82808468697384,0.0,46.64571322575272,2026-09-06T19:10:52+00:00,2026-09-06T17:49:29.121213+00:00,"Q2 gross margin about -71%; $55.0m of $68.8m sales related-party; downward-guidance narrowing; restricted cash, debt and mezzanine preferred claims."
2026-09-06T191052Z-weekly,candidate,19,RZLV,2.2100000381469727,2026-09-04,40.20546494078479,52.265497910859004,17.75819237722262,2026-09-06T19:10:52+00:00,2026-09-06T13:22:26.871829+00:00,"Use SEC H1 cash flow of -$91.956M, not the earlier approximate -$96.1M. Exclude $67.392M restricted cash.; SEC H1 states substantial doubt about going concern; trailing growth is acquisition-heavy."
2026-09-06T191052Z-weekly,candidate,20,SERV,4.945000171661377,2026-09-04,31.563286298526336,0.0,43.78668988247341,2026-09-06T19:10:52+00:00,2026-09-06T13:22:26.871829+00:00,FY2026 revenue guidance was reduced from $26M to $9-10M on August 6; earlier dashboard optimism did not fully reflect this.; Reported growth includes Diligent Robotics; commercial delivery and unit economics remain unproved.
